day_sin,day_cos,temp,clouds_all,traffic_volume
0.9659258262901553,-0.25881904509846404,0.7600188590287602,0.0,0.7587554067252685
0.8660254037891775,-0.49999999999179207,0.7381738173817385,0.0,0.5607646155992744
0.7071067811866916,-0.7071067811864036,0.6988841741316993,0.0,0.4635133249616297
0.5000000000047471,-0.8660254037816979,0.668238252396669,0.0,0.37002930096274594
0.2588190451129135,-0.9659258262862835,0.6430928807166434,0.0,0.32510115808567047
1.4852917428388866e-12,-1.0,0.644035832154644,0.0,0.27389423747732666
-0.2588190450959881,-0.9659258262908187,0.6465503693226462,0.0,0.13994697921026927
-0.4999999999895722,-0.8660254037904591,0.6423070878516426,0.0,0.07632203153341706
-0.707106781184591,-0.7071067811885041,0.6380638063806381,0.0,0.03781219478163807
-0.8660254037804163,-0.500000000006967,0.6251768033946257,0.0,0.023440770196735034
-0.9659258262893864,-0.2588190451013334,0.6135470689926144,0.0,0.0393470071159481
-1.0,-4.048635894433406e-12,0.6204620462046209,0.0,0.09725129063764476
-0.9659258262914822,0.25881904509351206,0.6261197548326263,0.0,0.34533277521975725
-0.8660254037844649,0.4999999999999546,0.6228194247996233,0.0,0.7547090832984512
-0.7071067811903167,0.7071067811827785,0.6251768033946257,0.0,0.8634017022464071
-0.500000000009187,0.8660254037791346,0.6331918906176335,0.0,0.7191293428212641
-0.25881904510380943,0.965925826288723,0.6386924406726382,0.0,0.6389005162550578
-6.611980046027924e-12,1.0,0.6467075278956469,0.0,0.5957862425003488
0.25881904509103604,0.9659258262921456,0.6842684268426846,0.0,0.6270406027626622
0.49999999999773465,0.8660254037857466,0.7141285557127142,0.0,0.6425282544997907
0.7071067811809659,0.7071067811921292,0.7573471632877573,0.0,0.6041579461420399
0.8660254037851288,0.4999999999988045,0.7881502435957883,0.08,0.6790846937351751
0.9659258262880596,0.2588190451062854,0.8021373565928029,0.08,0.7074089577228966
1.0,9.175324197622444e-12,0.8027659908848039,0.08,0.7873587275010464
0.9659258262890428,-0.2588190451026161,0.7821782178217833,0.24,0.685782056648528
0.8660254037870282,-0.49999999999551475,0.7648907747917648,0.24,0.6176922003627738
0.7071067811939418,-0.7071067811791533,0.73000157158573,0.24,0.4855588112180829
0.5000000000010244,-0.8660254037838472,0.71035674996071,0.36,0.3954234686758756
0.2588190451087614,-0.9659258262873961,0.6999842841427006,0.36,0.5035579740477186
1.1738668349216962e-11,-1.0,0.6911834040546911,0.36,0.3249616296916423
-0.25881904510014014,-0.9659258262897061,0.6792393525066793,0.2,0.22519882796149016
-0.4999999999932948,-0.8660254037883098,0.6731101681596736,0.2,0.15096972233849587
-0.7071067811773407,-0.7071067811957543,0.6633663366336644,0.2,0.09250732524068649
-0.8660254037825655,-0.5000000000032444,0.6616375923306621,0.56,0.07715920189758617
-0.9659258262867326,-0.25881904511123743,0.6474933207606477,0.56,0.04674201199944189
-1.0,2.4990272755537117e-13,0.6423070878516426,0.56,0.055671829217245714
-0.9659258262903696,0.2588190450976641,0.6404211849756405,0.24,0.11790149295381612
-0.8660254037895916,0.4999999999910749,0.637435172088638,0.24,0.21515278359146087
-0.7071067811872771,0.7071067811858179,0.6360207449316362,0.24,0.33793777033626343
-0.5000000000054643,0.8660254037812838,0.6405783435486403,0.2,0.4672805916003907
-0.2588190451137134,0.9659258262860693,0.6553512494106548,0.0,0.5085809962327333
-2.3134414240391476e-12,1.0,0.6665095080936667,0.0,0.5547648946560625
0.2588190450951881,0.9659258262910331,0.6925978312116929,0.0,0.6026231338077298
0.49999999998885497,0.8660254037908732,0.7527895646707532,0.12,0.6200641830612529
0.7071067811840054,0.7071067811890897,0.792236366493793,0.12,0.6010883214734198
0.8660254037800021,0.5000000000076842,0.8079522237938082,0.12,0.5826705734616994
0.9659258262891721,0.2588190451021333,0.8191104824768192,0.0,0.5927166178317287
1.0,4.8767855756336665e-12,0.8587144428728588,0.0,0.5575554625366261
0.9659258262916965,-0.25881904509271214,0.7994656608518,0.0,0.5321612948234965
0.8660254037848789,-0.4999999999992374,0.77982083922678,0.0,0.5144411887819171
0.7071067811909022,-0.7071067811821928,0.7411598302687419,0.0,0.4633737965676015
0.5000000000099042,-0.8660254037787205,0.7105139085337115,0.0,0.3940281847355937
0.25881904510460935,-0.9659258262885086,0.6973125884016977,0.0,0.373098925631366
7.440129727228186e-12,-1.0,0.7034417727487035,0.0,0.40016743407283384
